,index,X,Y,Spatial Step,Event,Time Start,Time Span,Accuracy,Motor_Status
1582,46,6,7,3,SR,0.0,0.2,0.7096774193548387,1.0
1583,47,6,8,3,SR,0.0,0.2,0.8064516129032258,1.0
1584,48,7,1,3,SR,0.0,0.2,0.935483870967742,0.0
1585,49,7,2,3,SR,0.0,0.2,0.935483870967742,1.0
1586,50,7,3,3,SR,0.0,0.2,0.8064516129032258,1.0
1587,51,7,4,3,SR,0.0,0.2,0.6129032258064516,1.0
1588,52,7,5,3,SR,0.0,0.2,0.6774193548387096,1.0
1589,53,7,6,3,SR,0.0,0.2,0.7419354838709677,1.0
1590,54,7,7,3,SR,0.0,0.2,0.8064516129032258,1.0
1591,55,7,8,3,SR,0.0,0.2,0.935483870967742,1.0
1592,56,8,1,3,SR,0.0,0.2,0.935483870967742,0.0
1593,57,8,2,3,SR,0.0,0.2,0.9032258064516128,1.0
1594,58,8,3,3,SR,0.0,0.2,0.7096774193548387,1.0
1595,59,8,4,3,SR,0.0,0.2,0.9032258064516128,1.0
1596,60,8,5,3,SR,0.0,0.2,0.935483870967742,1.0
1597,61,8,6,3,SR,0.0,0.2,0.9032258064516128,1.0
1598,62,8,7,3,SR,0.0,0.2,0.9032258064516128,1.0
1599,63,8,8,3,SR,0.0,0.2,0.967741935483871,1.0
1600,0,1,1,3,SR,0.1,0.2,0.7419354838709677,0.0
1601,1,1,2,3,SR,0.1,0.2,0.5806451612903226,0.0
1602,2,1,3,3,SR,0.1,0.2,0.6774193548387096,0.0
1603,3,1,4,3,SR,0.1,0.2,0.6451612903225806,0.0
1604,4,1,5,3,SR,0.1,0.2,0.7096774193548387,1.0
1605,5,1,6,3,SR,0.1,0.2,0.7419354838709677,1.0
1606,6,1,7,3,SR,0.1,0.2,0.7096774193548387,1.0
1607,7,1,8,3,SR,0.1,0.2,0.6774193548387096,1.0
1608,8,2,1,3,SR,0.1,0.2,0.6129032258064516,0.0
1609,9,2,2,3,SR,0.1,0.2,0.6451612903225806,0.0
1610,10,2,3,3,SR,0.1,0.2,0.7096774193548387,0.0
1611,11,2,4,3,SR,0.1,0.2,0.5806451612903226,0.0
1612,12,2,5,3,SR,0.1,0.2,0.7419354838709677,1.0
1613,13,2,6,3,SR,0.1,0.2,0.5806451612903226,1.0
1614,14,2,7,3,SR,0.1,0.2,0.7096774193548387,1.0
1615,15,2,8,3,SR,0.1,0.2,0.6451612903225806,1.0
1616,16,3,1,3,SR,0.1,0.2,0.6451612903225806,0.0
1617,17,3,2,3,SR,0.1,0.2,0.5483870967741935,0.0
1618,18,3,3,3,SR,0.1,0.2,0.6774193548387096,0.0
1619,19,3,4,3,SR,0.1,0.2,0.6451612903225806,1.0
1620,20,3,5,3,SR,0.1,0.2,0.7419354838709677,1.0
1621,21,3,6,3,SR,0.1,0.2,0.5161290322580645,1.0
1622,22,3,7,3,SR,0.1,0.2,0.6129032258064516,1.0
1623,23,3,8,3,SR,0.1,0.2,0.7741935483870968,1.0
1624,24,4,1,3,SR,0.1,0.2,0.6451612903225806,0.0
1625,25,4,2,3,SR,0.1,0.2,0.6129032258064516,0.0
1626,26,4,3,3,SR,0.1,0.2,0.7419354838709677,0.0
1627,27,4,4,3,SR,0.1,0.2,0.7096774193548387,1.0
1628,28,4,5,3,SR,0.1,0.2,0.7741935483870968,1.0
1629,29,4,6,3,SR,0.1,0.2,0.7741935483870968,1.0
1630,30,4,7,3,SR,0.1,0.2,0.8709677419354839,1.0
1631,31,4,8,3,SR,0.1,0.2,0.8064516129032258,1.0
1632,32,5,1,3,SR,0.1,0.2,0.6129032258064516,0.0
1633,33,5,2,3,SR,0.1,0.2,0.6774193548387096,0.0
1634,34,5,3,3,SR,0.1,0.2,0.7741935483870968,1.0
1635,35,5,4,3,SR,0.1,0.2,0.5806451612903226,1.0
1636,36,5,5,3,SR,0.1,0.2,0.8387096774193549,1.0
1637,37,5,6,3,SR,0.1,0.2,0.7096774193548387,1.0
1638,38,5,7,3,SR,0.1,0.2,0.8709677419354839,1.0
1639,39,5,8,3,SR,0.1,0.2,0.8064516129032258,1.0
1640,40,6,1,3,SR,0.1,0.2,0.8709677419354839,0.0
1641,41,6,2,3,SR,0.1,0.2,0.935483870967742,0.0
1642,42,6,3,3,SR,0.1,0.2,0.8709677419354839,1.0
1643,43,6,4,3,SR,0.1,0.2,0.7741935483870968,1.0
1644,44,6,5,3,SR,0.1,0.2,0.8387096774193549,1.0
1645,45,6,6,3,SR,0.1,0.2,0.8387096774193549,1.0
1646,46,6,7,3,SR,0.1,0.2,0.8387096774193549,1.0
1647,47,6,8,3,SR,0.1,0.2,0.7741935483870968,1.0
1648,48,7,1,3,SR,0.1,0.2,0.935483870967742,0.0
1649,49,7,2,3,SR,0.1,0.2,0.935483870967742,1.0
1650,50,7,3,3,SR,0.1,0.2,0.8387096774193549,1.0
1651,51,7,4,3,SR,0.1,0.2,0.8064516129032258,1.0
1652,52,7,5,3,SR,0.1,0.2,0.7741935483870968,1.0
1653,53,7,6,3,SR,0.1,0.2,0.967741935483871,1.0
1654,54,7,7,3,SR,0.1,0.2,0.935483870967742,1.0
1655,55,7,8,3,SR,0.1,0.2,0.9032258064516128,1.0
1656,56,8,1,3,SR,0.1,0.2,0.9032258064516128,0.0
1657,57,8,2,3,SR,0.1,0.2,0.967741935483871,1.0
1658,58,8,3,3,SR,0.1,0.2,1.0,1.0
1659,59,8,4,3,SR,0.1,0.2,1.0,1.0
1660,60,8,5,3,SR,0.1,0.2,0.935483870967742,1.0
1661,61,8,6,3,SR,0.1,0.2,0.967741935483871,1.0
1662,62,8,7,3,SR,0.1,0.2,0.935483870967742,1.0
1663,63,8,8,3,SR,0.1,0.2,0.967741935483871,1.0
1664,0,1,1,3,SR,0.2,0.2,0.7096774193548387,0.0
1665,1,1,2,3,SR,0.2,0.2,0.7096774193548387,0.0
1666,2,1,3,3,SR,0.2,0.2,0.5161290322580645,0.0
1667,3,1,4,3,SR,0.2,0.2,0.4838709677419355,0.0
1668,4,1,5,3,SR,0.2,0.2,0.4516129032258064,1.0
1669,5,1,6,3,SR,0.2,0.2,0.5483870967741935,1.0
1670,6,1,7,3,SR,0.2,0.2,0.6774193548387096,1.0
1671,7,1,8,3,SR,0.2,0.2,0.6774193548387096,1.0
1672,8,2,1,3,SR,0.2,0.2,0.7741935483870968,0.0
1673,9,2,2,3,SR,0.2,0.2,0.6129032258064516,0.0
1674,10,2,3,3,SR,0.2,0.2,0.5483870967741935,0.0
1675,11,2,4,3,SR,0.2,0.2,0.6451612903225806,0.0
1676,12,2,5,3,SR,0.2,0.2,0.6129032258064516,1.0
1677,13,2,6,3,SR,0.2,0.2,0.6774193548387096,1.0
1678,14,2,7,3,SR,0.2,0.2,0.6774193548387096,1.0
1679,15,2,8,3,SR,0.2,0.2,0.7096774193548387,1.0
1680,16,3,1,3,SR,0.2,0.2,0.7419354838709677,0.0
1681,17,3,2,3,SR,0.2,0.2,0.6451612903225806,0.0
1682,18,3,3,3,SR,0.2,0.2,0.5161290322580645,0.0
1683,19,3,4,3,SR,0.2,0.2,0.6451612903225806,1.0
1684,20,3,5,3,SR,0.2,0.2,0.7096774193548387,1.0
1685,21,3,6,3,SR,0.2,0.2,0.7419354838709677,1.0
1686,22,3,7,3,SR,0.2,0.2,0.7419354838709677,1.0
1687,23,3,8,3,SR,0.2,0.2,0.7419354838709677,1.0
1688,24,4,1,3,SR,0.2,0.2,0.7096774193548387,0.0
1689,25,4,2,3,SR,0.2,0.2,0.7419354838709677,0.0
1690,26,4,3,3,SR,0.2,0.2,0.6774193548387096,0.0
1691,27,4,4,3,SR,0.2,0.2,0.7741935483870968,1.0
1692,28,4,5,3,SR,0.2,0.2,0.7419354838709677,1.0
1693,29,4,6,3,SR,0.2,0.2,0.7419354838709677,1.0
1694,30,4,7,3,SR,0.2,0.2,0.7096774193548387,1.0
1695,31,4,8,3,SR,0.2,0.2,0.7096774193548387,1.0
1696,32,5,1,3,SR,0.2,0.2,0.6451612903225806,0.0
1697,33,5,2,3,SR,0.2,0.2,0.6451612903225806,0.0
1698,34,5,3,3,SR,0.2,0.2,0.6451612903225806,1.0
1699,35,5,4,3,SR,0.2,0.2,0.5483870967741935,1.0
1700,36,5,5,3,SR,0.2,0.2,0.6129032258064516,1.0
1701,37,5,6,3,SR,0.2,0.2,0.6451612903225806,1.0
1702,38,5,7,3,SR,0.2,0.2,0.935483870967742,1.0
1703,39,5,8,3,SR,0.2,0.2,0.9032258064516128,1.0
1704,40,6,1,3,SR,0.2,0.2,0.6451612903225806,0.0
1705,41,6,2,3,SR,0.2,0.2,0.7096774193548387,0.0
1706,42,6,3,3,SR,0.2,0.2,0.6129032258064516,1.0
1707,43,6,4,3,SR,0.2,0.2,0.7096774193548387,1.0
1708,44,6,5,3,SR,0.2,0.2,0.7419354838709677,1.0
1709,45,6,6,3,SR,0.2,0.2,0.6774193548387096,1.0
1710,46,6,7,3,SR,0.2,0.2,0.6129032258064516,1.0
1711,47,6,8,3,SR,0.2,0.2,0.8064516129032258,1.0
1712,48,7,1,3,SR,0.2,0.2,0.8387096774193549,0.0
1713,49,7,2,3,SR,0.2,0.2,0.8387096774193549,1.0
1714,50,7,3,3,SR,0.2,0.2,0.8064516129032258,1.0
1715,51,7,4,3,SR,0.2,0.2,0.8387096774193549,1.0
1716,52,7,5,3,SR,0.2,0.2,0.8709677419354839,1.0
1717,53,7,6,3,SR,0.2,0.2,0.935483870967742,1.0
1718,54,7,7,3,SR,0.2,0.2,0.8709677419354839,1.0
1719,55,7,8,3,SR,0.2,0.2,0.8064516129032258,1.0
1720,56,8,1,3,SR,0.2,0.2,0.967741935483871,0.0
1721,57,8,2,3,SR,0.2,0.2,0.967741935483871,1.0
1722,58,8,3,3,SR,0.2,0.2,0.8387096774193549,1.0
1723,59,8,4,3,SR,0.2,0.2,0.9032258064516128,1.0
1724,60,8,5,3,SR,0.2,0.2,0.935483870967742,1.0
1725,61,8,6,3,SR,0.2,0.2,0.8709677419354839,1.0
1726,62,8,7,3,SR,0.2,0.2,0.8387096774193549,1.0
1727,63,8,8,3,SR,0.2,0.2,0.7741935483870968,1.0
1728,0,1,1,3,SR,0.3,0.2,0.8387096774193549,0.0
1729,1,1,2,3,SR,0.3,0.2,0.5806451612903226,0.0
1730,2,1,3,3,SR,0.3,0.2,0.6774193548387096,0.0
1731,3,1,4,3,SR,0.3,0.2,0.5806451612903226,0.0
1732,4,1,5,3,SR,0.3,0.2,0.4838709677419355,1.0
1733,5,1,6,3,SR,0.3,0.2,0.4838709677419355,1.0
1734,6,1,7,3,SR,0.3,0.2,0.6129032258064516,1.0
1735,7,1,8,3,SR,0.3,0.2,0.4838709677419355,1.0
1736,8,2,1,3,SR,0.3,0.2,0.8387096774193549,0.0
1737,9,2,2,3,SR,0.3,0.2,0.5161290322580645,0.0
1738,10,2,3,3,SR,0.3,0.2,0.6451612903225806,0.0
1739,11,2,4,3,SR,0.3,0.2,0.7096774193548387,0.0
1740,12,2,5,3,SR,0.3,0.2,0.6774193548387096,1.0
1741,13,2,6,3,SR,0.3,0.2,0.7096774193548387,1.0
1742,14,2,7,3,SR,0.3,0.2,0.5483870967741935,1.0
1743,15,2,8,3,SR,0.3,0.2,0.5483870967741935,1.0
1744,16,3,1,3,SR,0.3,0.2,0.8387096774193549,0.0
1745,17,3,2,3,SR,0.3,0.2,0.5806451612903226,0.0
1746,18,3,3,3,SR,0.3,0.2,0.4838709677419355,0.0
1747,19,3,4,3,SR,0.3,0.2,0.7419354838709677,1.0
1748,20,3,5,3,SR,0.3,0.2,0.7741935483870968,1.0
1749,21,3,6,3,SR,0.3,0.2,0.7741935483870968,1.0
1750,22,3,7,3,SR,0.3,0.2,0.6451612903225806,1.0
1751,23,3,8,3,SR,0.3,0.2,0.6774193548387096,1.0
1752,24,4,1,3,SR,0.3,0.2,0.6451612903225806,0.0
1753,25,4,2,3,SR,0.3,0.2,0.6774193548387096,0.0
1754,26,4,3,3,SR,0.3,0.2,0.4838709677419355,0.0
1755,27,4,4,3,SR,0.3,0.2,0.6774193548387096,1.0
1756,28,4,5,3,SR,0.3,0.2,0.7419354838709677,1.0
1757,29,4,6,3,SR,0.3,0.2,0.7741935483870968,1.0
1758,30,4,7,3,SR,0.3,0.2,0.5483870967741935,1.0
1759,31,4,8,3,SR,0.3,0.2,0.6451612903225806,1.0
1760,32,5,1,3,SR,0.3,0.2,0.6451612903225806,0.0
1761,33,5,2,3,SR,0.3,0.2,0.6774193548387096,0.0
1762,34,5,3,3,SR,0.3,0.2,0.5806451612903226,1.0
1763,35,5,4,3,SR,0.3,0.2,0.7096774193548387,1.0
1764,36,5,5,3,SR,0.3,0.2,0.5483870967741935,1.0
1765,37,5,6,3,SR,0.3,0.2,0.5806451612903226,1.0
1766,38,5,7,3,SR,0.3,0.2,0.5483870967741935,1.0
1767,39,5,8,3,SR,0.3,0.2,0.8064516129032258,1.0
1768,40,6,1,3,SR,0.3,0.2,0.6451612903225806,0.0
1769,41,6,2,3,SR,0.3,0.2,0.6129032258064516,0.0
1770,42,6,3,3,SR,0.3,0.2,0.7419354838709677,1.0
1771,43,6,4,3,SR,0.3,0.2,0.8387096774193549,1.0
1772,44,6,5,3,SR,0.3,0.2,0.7096774193548387,1.0
1773,45,6,6,3,SR,0.3,0.2,0.3870967741935484,1.0
1774,46,6,7,3,SR,0.3,0.2,0.6774193548387096,1.0
1775,47,6,8,3,SR,0.3,0.2,0.7741935483870968,1.0
1776,48,7,1,3,SR,0.3,0.2,0.8064516129032258,0.0
1777,49,7,2,3,SR,0.3,0.2,0.7096774193548387,1.0
1778,50,7,3,3,SR,0.3,0.2,0.9032258064516128,1.0
1779,51,7,4,3,SR,0.3,0.2,0.967741935483871,1.0
1780,52,7,5,3,SR,0.3,0.2,0.8709677419354839,1.0
1781,53,7,6,3,SR,0.3,0.2,0.7096774193548387,1.0
1782,54,7,7,3,SR,0.3,0.2,0.8387096774193549,1.0
1783,55,7,8,3,SR,0.3,0.2,0.8709677419354839,1.0
1784,56,8,1,3,SR,0.3,0.2,1.0,0.0
1785,57,8,2,3,SR,0.3,0.2,0.967741935483871,1.0
1786,58,8,3,3,SR,0.3,0.2,0.967741935483871,1.0
1787,59,8,4,3,SR,0.3,0.2,0.967741935483871,1.0
1788,60,8,5,3,SR,0.3,0.2,0.935483870967742,1.0
1789,61,8,6,3,SR,0.3,0.2,0.8387096774193549,1.0
1790,62,8,7,3,SR,0.3,0.2,0.8387096774193549,1.0
1791,63,8,8,3,SR,0.3,0.2,0.7419354838709677,1.0
1792,0,1,1,3,SR,0.4,0.2,0.8064516129032258,0.0
1793,1,1,2,3,SR,0.4,0.2,0.6774193548387096,0.0
1794,2,1,3,3,SR,0.4,0.2,0.6451612903225806,0.0
1795,3,1,4,3,SR,0.4,0.2,0.6129032258064516,0.0
1796,4,1,5,3,SR,0.4,0.2,0.5483870967741935,1.0
1797,5,1,6,3,SR,0.4,0.2,0.4193548387096774,1.0
1798,6,1,7,3,SR,0.4,0.2,0.6451612903225806,1.0
1799,7,1,8,3,SR,0.4,0.2,0.5161290322580645,1.0
1800,8,2,1,3,SR,0.4,0.2,0.5161290322580645,0.0
1801,9,2,2,3,SR,0.4,0.2,0.5483870967741935,0.0
1802,10,2,3,3,SR,0.4,0.2,0.7096774193548387,0.0
1803,11,2,4,3,SR,0.4,0.2,0.8387096774193549,0.0
1804,12,2,5,3,SR,0.4,0.2,0.7741935483870968,1.0
1805,13,2,6,3,SR,0.4,0.2,0.6774193548387096,1.0
1806,14,2,7,3,SR,0.4,0.2,0.6129032258064516,1.0
1807,15,2,8,3,SR,0.4,0.2,0.6129032258064516,1.0
1808,16,3,1,3,SR,0.4,0.2,0.4516129032258064,0.0
1809,17,3,2,3,SR,0.4,0.2,0.4838709677419355,0.0
1810,18,3,3,3,SR,0.4,0.2,0.7419354838709677,0.0
1811,19,3,4,3,SR,0.4,0.2,0.8387096774193549,1.0
1812,20,3,5,3,SR,0.4,0.2,0.7096774193548387,1.0
1813,21,3,6,3,SR,0.4,0.2,0.7419354838709677,1.0
1814,22,3,7,3,SR,0.4,0.2,0.5161290322580645,1.0
1815,23,3,8,3,SR,0.4,0.2,0.6129032258064516,1.0
1816,24,4,1,3,SR,0.4,0.2,0.3870967741935484,0.0
1817,25,4,2,3,SR,0.4,0.2,0.5161290322580645,0.0
1818,26,4,3,3,SR,0.4,0.2,0.5161290322580645,0.0
1819,27,4,4,3,SR,0.4,0.2,0.6774193548387096,1.0
1820,28,4,5,3,SR,0.4,0.2,0.6774193548387096,1.0
1821,29,4,6,3,SR,0.4,0.2,0.6129032258064516,1.0
1822,30,4,7,3,SR,0.4,0.2,0.4838709677419355,1.0
1823,31,4,8,3,SR,0.4,0.2,0.5483870967741935,1.0
1824,32,5,1,3,SR,0.4,0.2,0.5483870967741935,0.0
1825,33,5,2,3,SR,0.4,0.2,0.5161290322580645,0.0
1826,34,5,3,3,SR,0.4,0.2,0.5483870967741935,1.0
1827,35,5,4,3,SR,0.4,0.2,0.7096774193548387,1.0
1828,36,5,5,3,SR,0.4,0.2,0.6129032258064516,1.0
1829,37,5,6,3,SR,0.4,0.2,0.6451612903225806,1.0
1830,38,5,7,3,SR,0.4,0.2,0.5483870967741935,1.0
1831,39,5,8,3,SR,0.4,0.2,0.7741935483870968,1.0
1832,40,6,1,3,SR,0.4,0.2,0.5483870967741935,0.0
1833,41,6,2,3,SR,0.4,0.2,0.4516129032258064,0.0
1834,42,6,3,3,SR,0.4,0.2,0.6774193548387096,1.0
1835,43,6,4,3,SR,0.4,0.2,0.6129032258064516,1.0
1836,44,6,5,3,SR,0.4,0.2,0.4193548387096774,1.0
1837,45,6,6,3,SR,0.4,0.2,0.4516129032258064,1.0
1838,46,6,7,3,SR,0.4,0.2,0.7096774193548387,1.0
1839,47,6,8,3,SR,0.4,0.2,0.7096774193548387,1.0
1840,48,7,1,3,SR,0.4,0.2,0.6129032258064516,0.0
1841,49,7,2,3,SR,0.4,0.2,0.6129032258064516,1.0
1842,50,7,3,3,SR,0.4,0.2,0.7741935483870968,1.0
1843,51,7,4,3,SR,0.4,0.2,0.6774193548387096,1.0
1844,52,7,5,3,SR,0.4,0.2,0.6774193548387096,1.0
1845,53,7,6,3,SR,0.4,0.2,0.7741935483870968,1.0
1846,54,7,7,3,SR,0.4,0.2,0.8387096774193549,1.0
1847,55,7,8,3,SR,0.4,0.2,0.7096774193548387,1.0
1848,56,8,1,3,SR,0.4,0.2,0.9032258064516128,0.0
1849,57,8,2,3,SR,0.4,0.2,0.967741935483871,1.0
1850,58,8,3,3,SR,0.4,0.2,0.967741935483871,1.0
1851,59,8,4,3,SR,0.4,0.2,0.9032258064516128,1.0
1852,60,8,5,3,SR,0.4,0.2,0.6774193548387096,1.0
1853,61,8,6,3,SR,0.4,0.2,0.7741935483870968,1.0
1854,62,8,7,3,SR,0.4,0.2,0.8387096774193549,1.0
1855,63,8,8,3,SR,0.4,0.2,0.6451612903225806,1.0
1856,0,1,1,3,SR,0.5,0.2,0.6129032258064516,0.0
1857,1,1,2,3,SR,0.5,0.2,0.5161290322580645,0.0
1858,2,1,3,3,SR,0.5,0.2,0.5806451612903226,0.0
1859,3,1,4,3,SR,0.5,0.2,0.6774193548387096,0.0
1860,4,1,5,3,SR,0.5,0.2,0.5483870967741935,1.0
1861,5,1,6,3,SR,0.5,0.2,0.3870967741935484,1.0
1862,6,1,7,3,SR,0.5,0.2,0.4193548387096774,1.0
1863,7,1,8,3,SR,0.5,0.2,0.4193548387096774,1.0
1864,8,2,1,3,SR,0.5,0.2,0.5806451612903226,0.0
1865,9,2,2,3,SR,0.5,0.2,0.5161290322580645,0.0
1866,10,2,3,3,SR,0.5,0.2,0.6774193548387096,0.0
1867,11,2,4,3,SR,0.5,0.2,0.7096774193548387,0.0
1868,12,2,5,3,SR,0.5,0.2,0.5483870967741935,1.0
1869,13,2,6,3,SR,0.5,0.2,0.5483870967741935,1.0
1870,14,2,7,3,SR,0.5,0.2,0.4838709677419355,1.0
1871,15,2,8,3,SR,0.5,0.2,0.5161290322580645,1.0
1872,16,3,1,3,SR,0.5,0.2,0.5161290322580645,0.0
1873,17,3,2,3,SR,0.5,0.2,0.4838709677419355,0.0
1874,18,3,3,3,SR,0.5,0.2,0.5483870967741935,0.0
1875,19,3,4,3,SR,0.5,0.2,0.6129032258064516,1.0
1876,20,3,5,3,SR,0.5,0.2,0.6129032258064516,1.0
1877,21,3,6,3,SR,0.5,0.2,0.5483870967741935,1.0
1878,22,3,7,3,SR,0.5,0.2,0.5806451612903226,1.0
1879,23,3,8,3,SR,0.5,0.2,0.5483870967741935,1.0
1880,24,4,1,3,SR,0.5,0.2,0.4193548387096774,0.0
1881,25,4,2,3,SR,0.5,0.2,0.4193548387096774,0.0
1882,26,4,3,3,SR,0.5,0.2,0.5161290322580645,0.0
1883,27,4,4,3,SR,0.5,0.2,0.7096774193548387,1.0
1884,28,4,5,3,SR,0.5,0.2,0.6774193548387096,1.0
1885,29,4,6,3,SR,0.5,0.2,0.6451612903225806,1.0
1886,30,4,7,3,SR,0.5,0.2,0.5161290322580645,1.0
1887,31,4,8,3,SR,0.5,0.2,0.5161290322580645,1.0
1888,32,5,1,3,SR,0.5,0.2,0.5483870967741935,0.0
1889,33,5,2,3,SR,0.5,0.2,0.4193548387096774,0.0
1890,34,5,3,3,SR,0.5,0.2,0.4838709677419355,1.0
1891,35,5,4,3,SR,0.5,0.2,0.5161290322580645,1.0
1892,36,5,5,3,SR,0.5,0.2,0.6451612903225806,1.0
1893,37,5,6,3,SR,0.5,0.2,0.5806451612903226,1.0
1894,38,5,7,3,SR,0.5,0.2,0.4838709677419355,1.0
1895,39,5,8,3,SR,0.5,0.2,0.6451612903225806,1.0
1896,40,6,1,3,SR,0.5,0.2,0.6774193548387096,0.0
1897,41,6,2,3,SR,0.5,0.2,0.6774193548387096,0.0
1898,42,6,3,3,SR,0.5,0.2,0.5806451612903226,1.0
1899,43,6,4,3,SR,0.5,0.2,0.5483870967741935,1.0
1900,44,6,5,3,SR,0.5,0.2,0.4838709677419355,1.0
1901,45,6,6,3,SR,0.5,0.2,0.5806451612903226,1.0
1902,46,6,7,3,SR,0.5,0.2,0.5483870967741935,1.0
1903,47,6,8,3,SR,0.5,0.2,0.6129032258064516,1.0
1904,48,7,1,3,SR,0.5,0.2,0.7096774193548387,0.0
1905,49,7,2,3,SR,0.5,0.2,0.7419354838709677,1.0
1906,50,7,3,3,SR,0.5,0.2,0.7419354838709677,1.0
1907,51,7,4,3,SR,0.5,0.2,0.7419354838709677,1.0
1908,52,7,5,3,SR,0.5,0.2,0.6774193548387096,1.0
1909,53,7,6,3,SR,0.5,0.2,0.6451612903225806,1.0
1910,54,7,7,3,SR,0.5,0.2,0.6129032258064516,1.0
1911,55,7,8,3,SR,0.5,0.2,0.7741935483870968,1.0
1912,56,8,1,3,SR,0.5,0.2,0.967741935483871,0.0
1913,57,8,2,3,SR,0.5,0.2,0.9032258064516128,1.0
1914,58,8,3,3,SR,0.5,0.2,0.7741935483870968,1.0
1915,59,8,4,3,SR,0.5,0.2,0.7741935483870968,1.0
1916,60,8,5,3,SR,0.5,0.2,0.7096774193548387,1.0
1917,61,8,6,3,SR,0.5,0.2,0.5483870967741935,1.0
1918,62,8,7,3,SR,0.5,0.2,0.6129032258064516,1.0
1919,63,8,8,3,SR,0.5,0.2,0.5483870967741935,1.0
1920,0,1,1,3,SR,0.6,0.2,0.3548387096774194,0.0
1921,1,1,2,3,SR,0.6,0.2,0.3225806451612903,0.0
1922,2,1,3,3,SR,0.6,0.2,0.4193548387096774,0.0
1923,3,1,4,3,SR,0.6,0.2,0.3548387096774194,0.0
1924,4,1,5,3,SR,0.6,0.2,0.4838709677419355,1.0
1925,5,1,6,3,SR,0.6,0.2,0.3548387096774194,1.0
1926,6,1,7,3,SR,0.6,0.2,0.6129032258064516,1.0
1927,7,1,8,3,SR,0.6,0.2,0.5806451612903226,1.0
1928,8,2,1,3,SR,0.6,0.2,0.5161290322580645,0.0
1929,9,2,2,3,SR,0.6,0.2,0.4193548387096774,0.0
1930,10,2,3,3,SR,0.6,0.2,0.5161290322580645,0.0
1931,11,2,4,3,SR,0.6,0.2,0.5806451612903226,0.0
1932,12,2,5,3,SR,0.6,0.2,0.5483870967741935,1.0
1933,13,2,6,3,SR,0.6,0.2,0.3548387096774194,1.0
1934,14,2,7,3,SR,0.6,0.2,0.4516129032258064,1.0
1935,15,2,8,3,SR,0.6,0.2,0.6129032258064516,1.0
1936,16,3,1,3,SR,0.6,0.2,0.5806451612903226,0.0
1937,17,3,2,3,SR,0.6,0.2,0.5483870967741935,0.0
1938,18,3,3,3,SR,0.6,0.2,0.5161290322580645,0.0
1939,19,3,4,3,SR,0.6,0.2,0.5483870967741935,1.0
1940,20,3,5,3,SR,0.6,0.2,0.5806451612903226,1.0
1941,21,3,6,3,SR,0.6,0.2,0.4516129032258064,1.0
1942,22,3,7,3,SR,0.6,0.2,0.4516129032258064,1.0
1943,23,3,8,3,SR,0.6,0.2,0.5806451612903226,1.0
1944,24,4,1,3,SR,0.6,0.2,0.5483870967741935,0.0
1945,25,4,2,3,SR,0.6,0.2,0.6451612903225806,0.0
1946,26,4,3,3,SR,0.6,0.2,0.5806451612903226,0.0
1947,27,4,4,3,SR,0.6,0.2,0.7096774193548387,1.0
1948,28,4,5,3,SR,0.6,0.2,0.5483870967741935,1.0
1949,29,4,6,3,SR,0.6,0.2,0.5483870967741935,1.0
1950,30,4,7,3,SR,0.6,0.2,0.5483870967741935,1.0
1951,31,4,8,3,SR,0.6,0.2,0.6451612903225806,1.0
1952,32,5,1,3,SR,0.6,0.2,0.6774193548387096,0.0
1953,33,5,2,3,SR,0.6,0.2,0.5806451612903226,0.0
1954,34,5,3,3,SR,0.6,0.2,0.5161290322580645,1.0
1955,35,5,4,3,SR,0.6,0.2,0.5161290322580645,1.0
1956,36,5,5,3,SR,0.6,0.2,0.4193548387096774,1.0
1957,37,5,6,3,SR,0.6,0.2,0.6774193548387096,1.0
1958,38,5,7,3,SR,0.6,0.2,0.5161290322580645,1.0
1959,39,5,8,3,SR,0.6,0.2,0.5806451612903226,1.0
1960,40,6,1,3,SR,0.6,0.2,0.6774193548387096,0.0
1961,41,6,2,3,SR,0.6,0.2,0.6451612903225806,0.0
1962,42,6,3,3,SR,0.6,0.2,0.5161290322580645,1.0
1963,43,6,4,3,SR,0.6,0.2,0.4838709677419355,1.0
1964,44,6,5,3,SR,0.6,0.2,0.4838709677419355,1.0
1965,45,6,6,3,SR,0.6,0.2,0.4838709677419355,1.0
1966,46,6,7,3,SR,0.6,0.2,0.6129032258064516,1.0
1967,47,6,8,3,SR,0.6,0.2,0.6129032258064516,1.0
1968,48,7,1,3,SR,0.6,0.2,0.7096774193548387,0.0
1969,49,7,2,3,SR,0.6,0.2,0.6129032258064516,1.0
1970,50,7,3,3,SR,0.6,0.2,0.6129032258064516,1.0
1971,51,7,4,3,SR,0.6,0.2,0.7741935483870968,1.0
1972,52,7,5,3,SR,0.6,0.2,0.6774193548387096,1.0
1973,53,7,6,3,SR,0.6,0.2,0.7741935483870968,1.0
1974,54,7,7,3,SR,0.6,0.2,0.7419354838709677,1.0
1975,55,7,8,3,SR,0.6,0.2,0.6774193548387096,1.0
1976,56,8,1,3,SR,0.6,0.2,0.9032258064516128,0.0
1977,57,8,2,3,SR,0.6,0.2,0.8709677419354839,1.0
1978,58,8,3,3,SR,0.6,0.2,0.967741935483871,1.0
1979,59,8,4,3,SR,0.6,0.2,0.8064516129032258,1.0
1980,60,8,5,3,SR,0.6,0.2,0.8064516129032258,1.0
1981,61,8,6,3,SR,0.6,0.2,0.7741935483870968,1.0
