,index,X,Y,Spatial Step,Event,Time Start,Time Span,Accuracy,Motor_Status
794,26,4,3,3,SR,0.4,0.1,0.4838709677419355,0.0
795,27,4,4,3,SR,0.4,0.1,0.6129032258064516,1.0
796,28,4,5,3,SR,0.4,0.1,0.5483870967741935,1.0
797,29,4,6,3,SR,0.4,0.1,0.5806451612903226,1.0
798,30,4,7,3,SR,0.4,0.1,0.5806451612903226,1.0
799,31,4,8,3,SR,0.4,0.1,0.6129032258064516,1.0
800,32,5,1,3,SR,0.4,0.1,0.4838709677419355,0.0
801,33,5,2,3,SR,0.4,0.1,0.5483870967741935,0.0
802,34,5,3,3,SR,0.4,0.1,0.3225806451612903,1.0
803,35,5,4,3,SR,0.4,0.1,0.5483870967741935,1.0
804,36,5,5,3,SR,0.4,0.1,0.4838709677419355,1.0
805,37,5,6,3,SR,0.4,0.1,0.5161290322580645,1.0
806,38,5,7,3,SR,0.4,0.1,0.5483870967741935,1.0
807,39,5,8,3,SR,0.4,0.1,0.6774193548387096,1.0
808,40,6,1,3,SR,0.4,0.1,0.4838709677419355,0.0
809,41,6,2,3,SR,0.4,0.1,0.4193548387096774,0.0
810,42,6,3,3,SR,0.4,0.1,0.6129032258064516,1.0
811,43,6,4,3,SR,0.4,0.1,0.6451612903225806,1.0
812,44,6,5,3,SR,0.4,0.1,0.5161290322580645,1.0
813,45,6,6,3,SR,0.4,0.1,0.5483870967741935,1.0
814,46,6,7,3,SR,0.4,0.1,0.5806451612903226,1.0
815,47,6,8,3,SR,0.4,0.1,0.6451612903225806,1.0
816,48,7,1,3,SR,0.4,0.1,0.6129032258064516,0.0
817,49,7,2,3,SR,0.4,0.1,0.4193548387096774,1.0
818,50,7,3,3,SR,0.4,0.1,0.7419354838709677,1.0
819,51,7,4,3,SR,0.4,0.1,0.7096774193548387,1.0
820,52,7,5,3,SR,0.4,0.1,0.7096774193548387,1.0
821,53,7,6,3,SR,0.4,0.1,0.7419354838709677,1.0
822,54,7,7,3,SR,0.4,0.1,0.7419354838709677,1.0
823,55,7,8,3,SR,0.4,0.1,0.5806451612903226,1.0
824,56,8,1,3,SR,0.4,0.1,0.935483870967742,0.0
825,57,8,2,3,SR,0.4,0.1,0.935483870967742,1.0
826,58,8,3,3,SR,0.4,0.1,0.8709677419354839,1.0
827,59,8,4,3,SR,0.4,0.1,0.8387096774193549,1.0
828,60,8,5,3,SR,0.4,0.1,0.6774193548387096,1.0
829,61,8,6,3,SR,0.4,0.1,0.8064516129032258,1.0
830,62,8,7,3,SR,0.4,0.1,0.6774193548387096,1.0
831,63,8,8,3,SR,0.4,0.1,0.5161290322580645,1.0
832,0,1,1,3,SR,0.5,0.1,0.6129032258064516,0.0
833,1,1,2,3,SR,0.5,0.1,0.5161290322580645,0.0
834,2,1,3,3,SR,0.5,0.1,0.6451612903225806,0.0
835,3,1,4,3,SR,0.5,0.1,0.7096774193548387,0.0
836,4,1,5,3,SR,0.5,0.1,0.6451612903225806,1.0
837,5,1,6,3,SR,0.5,0.1,0.5483870967741935,1.0
838,6,1,7,3,SR,0.5,0.1,0.5161290322580645,1.0
839,7,1,8,3,SR,0.5,0.1,0.6774193548387096,1.0
840,8,2,1,3,SR,0.5,0.1,0.5483870967741935,0.0
841,9,2,2,3,SR,0.5,0.1,0.4516129032258064,0.0
842,10,2,3,3,SR,0.5,0.1,0.4838709677419355,0.0
843,11,2,4,3,SR,0.5,0.1,0.6774193548387096,0.0
844,12,2,5,3,SR,0.5,0.1,0.6129032258064516,1.0
845,13,2,6,3,SR,0.5,0.1,0.6129032258064516,1.0
846,14,2,7,3,SR,0.5,0.1,0.5483870967741935,1.0
847,15,2,8,3,SR,0.5,0.1,0.6451612903225806,1.0
848,16,3,1,3,SR,0.5,0.1,0.3225806451612903,0.0
849,17,3,2,3,SR,0.5,0.1,0.3870967741935484,0.0
850,18,3,3,3,SR,0.5,0.1,0.4516129032258064,0.0
851,19,3,4,3,SR,0.5,0.1,0.6451612903225806,1.0
852,20,3,5,3,SR,0.5,0.1,0.5483870967741935,1.0
853,21,3,6,3,SR,0.5,0.1,0.6451612903225806,1.0
854,22,3,7,3,SR,0.5,0.1,0.6129032258064516,1.0
855,23,3,8,3,SR,0.5,0.1,0.6129032258064516,1.0
856,24,4,1,3,SR,0.5,0.1,0.4516129032258064,0.0
857,25,4,2,3,SR,0.5,0.1,0.3870967741935484,0.0
858,26,4,3,3,SR,0.5,0.1,0.4516129032258064,0.0
859,27,4,4,3,SR,0.5,0.1,0.6774193548387096,1.0
860,28,4,5,3,SR,0.5,0.1,0.5806451612903226,1.0
861,29,4,6,3,SR,0.5,0.1,0.5806451612903226,1.0
862,30,4,7,3,SR,0.5,0.1,0.6129032258064516,1.0
863,31,4,8,3,SR,0.5,0.1,0.5806451612903226,1.0
864,32,5,1,3,SR,0.5,0.1,0.4838709677419355,0.0
865,33,5,2,3,SR,0.5,0.1,0.4516129032258064,0.0
866,34,5,3,3,SR,0.5,0.1,0.6129032258064516,1.0
867,35,5,4,3,SR,0.5,0.1,0.6774193548387096,1.0
868,36,5,5,3,SR,0.5,0.1,0.6129032258064516,1.0
869,37,5,6,3,SR,0.5,0.1,0.5806451612903226,1.0
870,38,5,7,3,SR,0.5,0.1,0.5483870967741935,1.0
871,39,5,8,3,SR,0.5,0.1,0.6774193548387096,1.0
872,40,6,1,3,SR,0.5,0.1,0.4838709677419355,0.0
873,41,6,2,3,SR,0.5,0.1,0.5483870967741935,0.0
874,42,6,3,3,SR,0.5,0.1,0.5161290322580645,1.0
875,43,6,4,3,SR,0.5,0.1,0.5483870967741935,1.0
876,44,6,5,3,SR,0.5,0.1,0.5483870967741935,1.0
877,45,6,6,3,SR,0.5,0.1,0.5161290322580645,1.0
878,46,6,7,3,SR,0.5,0.1,0.5161290322580645,1.0
879,47,6,8,3,SR,0.5,0.1,0.6774193548387096,1.0
880,48,7,1,3,SR,0.5,0.1,0.5806451612903226,0.0
881,49,7,2,3,SR,0.5,0.1,0.5161290322580645,1.0
882,50,7,3,3,SR,0.5,0.1,0.5483870967741935,1.0
883,51,7,4,3,SR,0.5,0.1,0.4516129032258064,1.0
884,52,7,5,3,SR,0.5,0.1,0.4838709677419355,1.0
885,53,7,6,3,SR,0.5,0.1,0.5161290322580645,1.0
886,54,7,7,3,SR,0.5,0.1,0.6774193548387096,1.0
887,55,7,8,3,SR,0.5,0.1,0.7096774193548387,1.0
888,56,8,1,3,SR,0.5,0.1,0.9032258064516128,0.0
889,57,8,2,3,SR,0.5,0.1,0.9032258064516128,1.0
890,58,8,3,3,SR,0.5,0.1,0.6774193548387096,1.0
891,59,8,4,3,SR,0.5,0.1,0.6451612903225806,1.0
892,60,8,5,3,SR,0.5,0.1,0.6774193548387096,1.0
893,61,8,6,3,SR,0.5,0.1,0.5483870967741935,1.0
894,62,8,7,3,SR,0.5,0.1,0.6129032258064516,1.0
895,63,8,8,3,SR,0.5,0.1,0.5806451612903226,1.0
896,0,1,1,3,SR,0.6,0.1,0.3870967741935484,0.0
897,1,1,2,3,SR,0.6,0.1,0.4193548387096774,0.0
898,2,1,3,3,SR,0.6,0.1,0.5483870967741935,0.0
899,3,1,4,3,SR,0.6,0.1,0.5161290322580645,0.0
900,4,1,5,3,SR,0.6,0.1,0.5806451612903226,1.0
901,5,1,6,3,SR,0.6,0.1,0.4838709677419355,1.0
902,6,1,7,3,SR,0.6,0.1,0.3870967741935484,1.0
903,7,1,8,3,SR,0.6,0.1,0.4193548387096774,1.0
904,8,2,1,3,SR,0.6,0.1,0.3870967741935484,0.0
905,9,2,2,3,SR,0.6,0.1,0.5483870967741935,0.0
906,10,2,3,3,SR,0.6,0.1,0.5806451612903226,0.0
907,11,2,4,3,SR,0.6,0.1,0.7741935483870968,0.0
908,12,2,5,3,SR,0.6,0.1,0.5806451612903226,1.0
909,13,2,6,3,SR,0.6,0.1,0.4516129032258064,1.0
910,14,2,7,3,SR,0.6,0.1,0.4193548387096774,1.0
911,15,2,8,3,SR,0.6,0.1,0.4193548387096774,1.0
912,16,3,1,3,SR,0.6,0.1,0.5161290322580645,0.0
913,17,3,2,3,SR,0.6,0.1,0.5483870967741935,0.0
914,18,3,3,3,SR,0.6,0.1,0.6451612903225806,0.0
915,19,3,4,3,SR,0.6,0.1,0.6451612903225806,1.0
916,20,3,5,3,SR,0.6,0.1,0.5483870967741935,1.0
917,21,3,6,3,SR,0.6,0.1,0.4516129032258064,1.0
918,22,3,7,3,SR,0.6,0.1,0.2580645161290322,1.0
919,23,3,8,3,SR,0.6,0.1,0.4193548387096774,1.0
920,24,4,1,3,SR,0.6,0.1,0.5161290322580645,0.0
921,25,4,2,3,SR,0.6,0.1,0.4838709677419355,0.0
922,26,4,3,3,SR,0.6,0.1,0.6129032258064516,0.0
923,27,4,4,3,SR,0.6,0.1,0.6129032258064516,1.0
924,28,4,5,3,SR,0.6,0.1,0.4838709677419355,1.0
925,29,4,6,3,SR,0.6,0.1,0.4838709677419355,1.0
926,30,4,7,3,SR,0.6,0.1,0.4838709677419355,1.0
927,31,4,8,3,SR,0.6,0.1,0.5161290322580645,1.0
928,32,5,1,3,SR,0.6,0.1,0.5806451612903226,0.0
929,33,5,2,3,SR,0.6,0.1,0.4838709677419355,0.0
930,34,5,3,3,SR,0.6,0.1,0.5483870967741935,1.0
931,35,5,4,3,SR,0.6,0.1,0.4516129032258064,1.0
932,36,5,5,3,SR,0.6,0.1,0.5161290322580645,1.0
933,37,5,6,3,SR,0.6,0.1,0.4838709677419355,1.0
934,38,5,7,3,SR,0.6,0.1,0.3870967741935484,1.0
935,39,5,8,3,SR,0.6,0.1,0.6129032258064516,1.0
936,40,6,1,3,SR,0.6,0.1,0.6774193548387096,0.0
937,41,6,2,3,SR,0.6,0.1,0.6774193548387096,0.0
938,42,6,3,3,SR,0.6,0.1,0.5161290322580645,1.0
939,43,6,4,3,SR,0.6,0.1,0.3870967741935484,1.0
940,44,6,5,3,SR,0.6,0.1,0.4838709677419355,1.0
941,45,6,6,3,SR,0.6,0.1,0.4838709677419355,1.0
942,46,6,7,3,SR,0.6,0.1,0.4838709677419355,1.0
943,47,6,8,3,SR,0.6,0.1,0.5806451612903226,1.0
944,48,7,1,3,SR,0.6,0.1,0.6129032258064516,0.0
945,49,7,2,3,SR,0.6,0.1,0.5806451612903226,1.0
946,50,7,3,3,SR,0.6,0.1,0.5483870967741935,1.0
947,51,7,4,3,SR,0.6,0.1,0.6129032258064516,1.0
948,52,7,5,3,SR,0.6,0.1,0.6451612903225806,1.0
949,53,7,6,3,SR,0.6,0.1,0.6129032258064516,1.0
950,54,7,7,3,SR,0.6,0.1,0.6451612903225806,1.0
951,55,7,8,3,SR,0.6,0.1,0.7096774193548387,1.0
952,56,8,1,3,SR,0.6,0.1,0.8387096774193549,0.0
953,57,8,2,3,SR,0.6,0.1,0.8387096774193549,1.0
954,58,8,3,3,SR,0.6,0.1,0.8387096774193549,1.0
955,59,8,4,3,SR,0.6,0.1,0.6774193548387096,1.0
956,60,8,5,3,SR,0.6,0.1,0.6129032258064516,1.0
957,61,8,6,3,SR,0.6,0.1,0.5483870967741935,1.0
958,62,8,7,3,SR,0.6,0.1,0.5483870967741935,1.0
959,63,8,8,3,SR,0.6,0.1,0.5483870967741935,1.0
960,0,1,1,3,SR,0.7,0.1,0.4516129032258064,0.0
961,1,1,2,3,SR,0.7,0.1,0.4193548387096774,0.0
962,2,1,3,3,SR,0.7,0.1,0.5161290322580645,0.0
963,3,1,4,3,SR,0.7,0.1,0.5806451612903226,0.0
964,4,1,5,3,SR,0.7,0.1,0.5483870967741935,1.0
965,5,1,6,3,SR,0.7,0.1,0.4516129032258064,1.0
966,6,1,7,3,SR,0.7,0.1,0.5806451612903226,1.0
967,7,1,8,3,SR,0.7,0.1,0.5161290322580645,1.0
968,8,2,1,3,SR,0.7,0.1,0.4838709677419355,0.0
969,9,2,2,3,SR,0.7,0.1,0.3548387096774194,0.0
970,10,2,3,3,SR,0.7,0.1,0.4838709677419355,0.0
971,11,2,4,3,SR,0.7,0.1,0.5806451612903226,0.0
972,12,2,5,3,SR,0.7,0.1,0.5483870967741935,1.0
973,13,2,6,3,SR,0.7,0.1,0.5806451612903226,1.0
974,14,2,7,3,SR,0.7,0.1,0.6774193548387096,1.0
975,15,2,8,3,SR,0.7,0.1,0.6774193548387096,1.0
976,16,3,1,3,SR,0.7,0.1,0.5161290322580645,0.0
977,17,3,2,3,SR,0.7,0.1,0.5161290322580645,0.0
978,18,3,3,3,SR,0.7,0.1,0.5161290322580645,0.0
979,19,3,4,3,SR,0.7,0.1,0.5161290322580645,1.0
980,20,3,5,3,SR,0.7,0.1,0.5483870967741935,1.0
981,21,3,6,3,SR,0.7,0.1,0.6451612903225806,1.0
982,22,3,7,3,SR,0.7,0.1,0.4838709677419355,1.0
983,23,3,8,3,SR,0.7,0.1,0.4193548387096774,1.0
984,24,4,1,3,SR,0.7,0.1,0.6129032258064516,0.0
985,25,4,2,3,SR,0.7,0.1,0.6774193548387096,0.0
986,26,4,3,3,SR,0.7,0.1,0.6451612903225806,0.0
987,27,4,4,3,SR,0.7,0.1,0.6774193548387096,1.0
988,28,4,5,3,SR,0.7,0.1,0.7419354838709677,1.0
989,29,4,6,3,SR,0.7,0.1,0.6129032258064516,1.0
990,30,4,7,3,SR,0.7,0.1,0.6129032258064516,1.0
991,31,4,8,3,SR,0.7,0.1,0.5161290322580645,1.0
992,32,5,1,3,SR,0.7,0.1,0.6774193548387096,0.0
993,33,5,2,3,SR,0.7,0.1,0.7096774193548387,0.0
994,34,5,3,3,SR,0.7,0.1,0.7419354838709677,1.0
995,35,5,4,3,SR,0.7,0.1,0.6774193548387096,1.0
996,36,5,5,3,SR,0.7,0.1,0.7419354838709677,1.0
997,37,5,6,3,SR,0.7,0.1,0.6774193548387096,1.0
998,38,5,7,3,SR,0.7,0.1,0.6774193548387096,1.0
999,39,5,8,3,SR,0.7,0.1,0.5483870967741935,1.0
1000,40,6,1,3,SR,0.7,0.1,0.6774193548387096,0.0
1001,41,6,2,3,SR,0.7,0.1,0.7419354838709677,0.0
1002,42,6,3,3,SR,0.7,0.1,0.6451612903225806,1.0
1003,43,6,4,3,SR,0.7,0.1,0.7096774193548387,1.0
1004,44,6,5,3,SR,0.7,0.1,0.7419354838709677,1.0
1005,45,6,6,3,SR,0.7,0.1,0.7096774193548387,1.0
1006,46,6,7,3,SR,0.7,0.1,0.6451612903225806,1.0
1007,47,6,8,3,SR,0.7,0.1,0.5806451612903226,1.0
1008,48,7,1,3,SR,0.7,0.1,0.6774193548387096,0.0
1009,49,7,2,3,SR,0.7,0.1,0.7096774193548387,1.0
1010,50,7,3,3,SR,0.7,0.1,0.7096774193548387,1.0
1011,51,7,4,3,SR,0.7,0.1,0.7419354838709677,1.0
1012,52,7,5,3,SR,0.7,0.1,0.7419354838709677,1.0
1013,53,7,6,3,SR,0.7,0.1,0.5483870967741935,1.0
1014,54,7,7,3,SR,0.7,0.1,0.7419354838709677,1.0
1015,55,7,8,3,SR,0.7,0.1,0.8064516129032258,1.0
1016,56,8,1,3,SR,0.7,0.1,0.8064516129032258,0.0
1017,57,8,2,3,SR,0.7,0.1,0.8064516129032258,1.0
1018,58,8,3,3,SR,0.7,0.1,0.8709677419354839,1.0
1019,59,8,4,3,SR,0.7,0.1,0.7419354838709677,1.0
1020,60,8,5,3,SR,0.7,0.1,0.7096774193548387,1.0
1021,61,8,6,3,SR,0.7,0.1,0.6451612903225806,1.0
1022,62,8,7,3,SR,0.7,0.1,0.7741935483870968,1.0
1023,63,8,8,3,SR,0.7,0.1,0.6774193548387096,1.0
1024,0,1,1,3,SR,-0.8,0.2,0.7419354838709677,0.0
1025,1,1,2,3,SR,-0.8,0.2,0.6774193548387096,0.0
1026,2,1,3,3,SR,-0.8,0.2,0.7096774193548387,0.0
1027,3,1,4,3,SR,-0.8,0.2,0.5161290322580645,0.0
1028,4,1,5,3,SR,-0.8,0.2,0.4838709677419355,1.0
1029,5,1,6,3,SR,-0.8,0.2,0.6451612903225806,1.0
1030,6,1,7,3,SR,-0.8,0.2,0.6451612903225806,1.0
1031,7,1,8,3,SR,-0.8,0.2,0.5806451612903226,1.0
1032,8,2,1,3,SR,-0.8,0.2,0.4516129032258064,0.0
1033,9,2,2,3,SR,-0.8,0.2,0.4838709677419355,0.0
1034,10,2,3,3,SR,-0.8,0.2,0.5806451612903226,0.0
1035,11,2,4,3,SR,-0.8,0.2,0.5161290322580645,0.0
1036,12,2,5,3,SR,-0.8,0.2,0.6774193548387096,1.0
1037,13,2,6,3,SR,-0.8,0.2,0.5806451612903226,1.0
1038,14,2,7,3,SR,-0.8,0.2,0.5483870967741935,1.0
1039,15,2,8,3,SR,-0.8,0.2,0.4838709677419355,1.0
1040,16,3,1,3,SR,-0.8,0.2,0.4838709677419355,0.0
1041,17,3,2,3,SR,-0.8,0.2,0.4516129032258064,0.0
1042,18,3,3,3,SR,-0.8,0.2,0.4838709677419355,0.0
1043,19,3,4,3,SR,-0.8,0.2,0.4838709677419355,1.0
1044,20,3,5,3,SR,-0.8,0.2,0.3548387096774194,1.0
1045,21,3,6,3,SR,-0.8,0.2,0.2903225806451613,1.0
1046,22,3,7,3,SR,-0.8,0.2,0.2903225806451613,1.0
1047,23,3,8,3,SR,-0.8,0.2,0.5161290322580645,1.0
1048,24,4,1,3,SR,-0.8,0.2,0.3225806451612903,0.0
1049,25,4,2,3,SR,-0.8,0.2,0.3548387096774194,0.0
1050,26,4,3,3,SR,-0.8,0.2,0.5161290322580645,0.0
1051,27,4,4,3,SR,-0.8,0.2,0.4193548387096774,1.0
1052,28,4,5,3,SR,-0.8,0.2,0.2903225806451613,1.0
1053,29,4,6,3,SR,-0.8,0.2,0.2903225806451613,1.0
1054,30,4,7,3,SR,-0.8,0.2,0.3548387096774194,1.0
1055,31,4,8,3,SR,-0.8,0.2,0.4838709677419355,1.0
1056,32,5,1,3,SR,-0.8,0.2,0.4193548387096774,0.0
1057,33,5,2,3,SR,-0.8,0.2,0.4838709677419355,0.0
1058,34,5,3,3,SR,-0.8,0.2,0.4838709677419355,1.0
1059,35,5,4,3,SR,-0.8,0.2,0.4838709677419355,1.0
1060,36,5,5,3,SR,-0.8,0.2,0.4838709677419355,1.0
1061,37,5,6,3,SR,-0.8,0.2,0.4193548387096774,1.0
1062,38,5,7,3,SR,-0.8,0.2,0.2903225806451613,1.0
1063,39,5,8,3,SR,-0.8,0.2,0.3870967741935484,1.0
1064,40,6,1,3,SR,-0.8,0.2,0.5161290322580645,0.0
1065,41,6,2,3,SR,-0.8,0.2,0.4838709677419355,0.0
1066,42,6,3,3,SR,-0.8,0.2,0.5806451612903226,1.0
1067,43,6,4,3,SR,-0.8,0.2,0.5806451612903226,1.0
1068,44,6,5,3,SR,-0.8,0.2,0.4838709677419355,1.0
1069,45,6,6,3,SR,-0.8,0.2,0.3870967741935484,1.0
1070,46,6,7,3,SR,-0.8,0.2,0.6129032258064516,1.0
1071,47,6,8,3,SR,-0.8,0.2,0.4838709677419355,1.0
1072,48,7,1,3,SR,-0.8,0.2,0.6451612903225806,0.0
1073,49,7,2,3,SR,-0.8,0.2,0.4516129032258064,1.0
1074,50,7,3,3,SR,-0.8,0.2,0.4838709677419355,1.0
1075,51,7,4,3,SR,-0.8,0.2,0.5806451612903226,1.0
1076,52,7,5,3,SR,-0.8,0.2,0.5806451612903226,1.0
1077,53,7,6,3,SR,-0.8,0.2,0.4516129032258064,1.0
1078,54,7,7,3,SR,-0.8,0.2,0.4193548387096774,1.0
1079,55,7,8,3,SR,-0.8,0.2,0.8064516129032258,1.0
1080,56,8,1,3,SR,-0.8,0.2,0.7741935483870968,0.0
1081,57,8,2,3,SR,-0.8,0.2,0.7419354838709677,1.0
1082,58,8,3,3,SR,-0.8,0.2,0.4838709677419355,1.0
1083,59,8,4,3,SR,-0.8,0.2,0.6129032258064516,1.0
1084,60,8,5,3,SR,-0.8,0.2,0.7741935483870968,1.0
1085,61,8,6,3,SR,-0.8,0.2,0.5806451612903226,1.0
1086,62,8,7,3,SR,-0.8,0.2,0.6774193548387096,1.0
1087,63,8,8,3,SR,-0.8,0.2,0.7741935483870968,1.0
1088,0,1,1,3,SR,-0.7,0.2,0.5806451612903226,0.0
1089,1,1,2,3,SR,-0.7,0.2,0.5161290322580645,0.0
1090,2,1,3,3,SR,-0.7,0.2,0.5806451612903226,0.0
1091,3,1,4,3,SR,-0.7,0.2,0.6451612903225806,0.0
1092,4,1,5,3,SR,-0.7,0.2,0.4193548387096774,1.0
1093,5,1,6,3,SR,-0.7,0.2,0.2903225806451613,1.0
1094,6,1,7,3,SR,-0.7,0.2,0.3870967741935484,1.0
1095,7,1,8,3,SR,-0.7,0.2,0.4838709677419355,1.0
1096,8,2,1,3,SR,-0.7,0.2,0.6774193548387096,0.0
1097,9,2,2,3,SR,-0.7,0.2,0.4193548387096774,0.0
1098,10,2,3,3,SR,-0.7,0.2,0.4516129032258064,0.0
1099,11,2,4,3,SR,-0.7,0.2,0.3870967741935484,0.0
1100,12,2,5,3,SR,-0.7,0.2,0.5161290322580645,1.0
1101,13,2,6,3,SR,-0.7,0.2,0.4838709677419355,1.0
1102,14,2,7,3,SR,-0.7,0.2,0.5161290322580645,1.0
1103,15,2,8,3,SR,-0.7,0.2,0.5483870967741935,1.0
1104,16,3,1,3,SR,-0.7,0.2,0.5806451612903226,0.0
1105,17,3,2,3,SR,-0.7,0.2,0.4516129032258064,0.0
1106,18,3,3,3,SR,-0.7,0.2,0.4838709677419355,0.0
1107,19,3,4,3,SR,-0.7,0.2,0.5483870967741935,1.0
1108,20,3,5,3,SR,-0.7,0.2,0.3870967741935484,1.0
1109,21,3,6,3,SR,-0.7,0.2,0.2903225806451613,1.0
1110,22,3,7,3,SR,-0.7,0.2,0.4838709677419355,1.0
1111,23,3,8,3,SR,-0.7,0.2,0.5161290322580645,1.0
1112,24,4,1,3,SR,-0.7,0.2,0.4516129032258064,0.0
1113,25,4,2,3,SR,-0.7,0.2,0.4838709677419355,0.0
1114,26,4,3,3,SR,-0.7,0.2,0.4838709677419355,0.0
1115,27,4,4,3,SR,-0.7,0.2,0.5483870967741935,1.0
1116,28,4,5,3,SR,-0.7,0.2,0.2903225806451613,1.0
1117,29,4,6,3,SR,-0.7,0.2,0.3225806451612903,1.0
1118,30,4,7,3,SR,-0.7,0.2,0.4193548387096774,1.0
1119,31,4,8,3,SR,-0.7,0.2,0.4516129032258064,1.0
1120,32,5,1,3,SR,-0.7,0.2,0.4838709677419355,0.0
1121,33,5,2,3,SR,-0.7,0.2,0.4193548387096774,0.0
1122,34,5,3,3,SR,-0.7,0.2,0.5161290322580645,1.0
1123,35,5,4,3,SR,-0.7,0.2,0.4516129032258064,1.0
1124,36,5,5,3,SR,-0.7,0.2,0.3225806451612903,1.0
1125,37,5,6,3,SR,-0.7,0.2,0.3870967741935484,1.0
1126,38,5,7,3,SR,-0.7,0.2,0.2903225806451613,1.0
1127,39,5,8,3,SR,-0.7,0.2,0.4516129032258064,1.0
1128,40,6,1,3,SR,-0.7,0.2,0.5483870967741935,0.0
1129,41,6,2,3,SR,-0.7,0.2,0.5483870967741935,0.0
1130,42,6,3,3,SR,-0.7,0.2,0.5806451612903226,1.0
1131,43,6,4,3,SR,-0.7,0.2,0.4838709677419355,1.0
1132,44,6,5,3,SR,-0.7,0.2,0.3870967741935484,1.0
1133,45,6,6,3,SR,-0.7,0.2,0.2903225806451613,1.0
1134,46,6,7,3,SR,-0.7,0.2,0.3548387096774194,1.0
1135,47,6,8,3,SR,-0.7,0.2,0.4838709677419355,1.0
1136,48,7,1,3,SR,-0.7,0.2,0.6451612903225806,0.0
1137,49,7,2,3,SR,-0.7,0.2,0.6129032258064516,1.0
1138,50,7,3,3,SR,-0.7,0.2,0.5483870967741935,1.0
1139,51,7,4,3,SR,-0.7,0.2,0.5161290322580645,1.0
1140,52,7,5,3,SR,-0.7,0.2,0.6129032258064516,1.0
1141,53,7,6,3,SR,-0.7,0.2,0.4516129032258064,1.0
1142,54,7,7,3,SR,-0.7,0.2,0.4838709677419355,1.0
1143,55,7,8,3,SR,-0.7,0.2,0.5806451612903226,1.0
1144,56,8,1,3,SR,-0.7,0.2,0.7741935483870968,0.0
1145,57,8,2,3,SR,-0.7,0.2,0.8387096774193549,1.0
1146,58,8,3,3,SR,-0.7,0.2,0.5483870967741935,1.0
1147,59,8,4,3,SR,-0.7,0.2,0.6129032258064516,1.0
1148,60,8,5,3,SR,-0.7,0.2,0.6129032258064516,1.0
1149,61,8,6,3,SR,-0.7,0.2,0.5806451612903226,1.0
1150,62,8,7,3,SR,-0.7,0.2,0.6129032258064516,1.0
1151,63,8,8,3,SR,-0.7,0.2,0.7419354838709677,1.0
1152,0,1,1,3,SR,-0.6,0.2,0.6451612903225806,0.0
1153,1,1,2,3,SR,-0.6,0.2,0.5806451612903226,0.0
1154,2,1,3,3,SR,-0.6,0.2,0.5161290322580645,0.0
1155,3,1,4,3,SR,-0.6,0.2,0.4838709677419355,0.0
1156,4,1,5,3,SR,-0.6,0.2,0.4516129032258064,1.0
1157,5,1,6,3,SR,-0.6,0.2,0.3548387096774194,1.0
1158,6,1,7,3,SR,-0.6,0.2,0.4838709677419355,1.0
1159,7,1,8,3,SR,-0.6,0.2,0.4516129032258064,1.0
1160,8,2,1,3,SR,-0.6,0.2,0.6451612903225806,0.0
1161,9,2,2,3,SR,-0.6,0.2,0.5483870967741935,0.0
1162,10,2,3,3,SR,-0.6,0.2,0.4838709677419355,0.0
1163,11,2,4,3,SR,-0.6,0.2,0.5483870967741935,0.0
1164,12,2,5,3,SR,-0.6,0.2,0.4193548387096774,1.0
1165,13,2,6,3,SR,-0.6,0.2,0.3870967741935484,1.0
1166,14,2,7,3,SR,-0.6,0.2,0.4838709677419355,1.0
1167,15,2,8,3,SR,-0.6,0.2,0.3870967741935484,1.0
1168,16,3,1,3,SR,-0.6,0.2,0.6129032258064516,0.0
1169,17,3,2,3,SR,-0.6,0.2,0.4838709677419355,0.0
1170,18,3,3,3,SR,-0.6,0.2,0.5806451612903226,0.0
1171,19,3,4,3,SR,-0.6,0.2,0.5161290322580645,1.0
1172,20,3,5,3,SR,-0.6,0.2,0.3870967741935484,1.0
1173,21,3,6,3,SR,-0.6,0.2,0.3548387096774194,1.0
1174,22,3,7,3,SR,-0.6,0.2,0.3870967741935484,1.0
1175,23,3,8,3,SR,-0.6,0.2,0.5806451612903226,1.0
1176,24,4,1,3,SR,-0.6,0.2,0.5806451612903226,0.0
1177,25,4,2,3,SR,-0.6,0.2,0.5161290322580645,0.0
1178,26,4,3,3,SR,-0.6,0.2,0.4516129032258064,0.0
1179,27,4,4,3,SR,-0.6,0.2,0.4516129032258064,1.0
1180,28,4,5,3,SR,-0.6,0.2,0.4516129032258064,1.0
1181,29,4,6,3,SR,-0.6,0.2,0.4516129032258064,1.0
1182,30,4,7,3,SR,-0.6,0.2,0.4516129032258064,1.0
1183,31,4,8,3,SR,-0.6,0.2,0.4193548387096774,1.0
1184,32,5,1,3,SR,-0.6,0.2,0.5483870967741935,0.0
1185,33,5,2,3,SR,-0.6,0.2,0.5483870967741935,0.0
1186,34,5,3,3,SR,-0.6,0.2,0.5483870967741935,1.0
1187,35,5,4,3,SR,-0.6,0.2,0.5483870967741935,1.0
1188,36,5,5,3,SR,-0.6,0.2,0.4516129032258064,1.0
1189,37,5,6,3,SR,-0.6,0.2,0.3870967741935484,1.0
1190,38,5,7,3,SR,-0.6,0.2,0.4193548387096774,1.0
1191,39,5,8,3,SR,-0.6,0.2,0.3225806451612903,1.0
1192,40,6,1,3,SR,-0.6,0.2,0.4838709677419355,0.0
